distance_cat,scenario,distance_m,n_lights,car_time_s,bike_time_s,diff_time,winner
LONG,PEAK,7908.706548103658,10,1856.6442099316062,1736.518671048887,120.12553888271918,Bike
LONG,PEAK,7209.969755304229,25,2902.8975298772652,1790.596894517771,1112.3006353594942,Bike
LONG,PEAK,11354.009139638987,27,3079.668017746846,2694.3029796798814,385.36503806696464,Bike
LONG,PEAK,8210.023227185015,14,2357.823523225405,1860.865733427293,496.9577897981121,Bike
LONG,PEAK,7626.6426653208555,8,1946.9206974461952,1653.5722240774148,293.34847336878033,Bike
LONG,PEAK,7472.670603703829,24,2378.785600751574,1816.9805009612617,561.8050997903122,Bike
LONG,PEAK,8614.842523782518,23,3097.9712986458458,2134.2801358278703,963.6911628179755,Bike
LONG,PEAK,13015.902097068574,21,3344.289696273596,2915.399387422644,428.8903088509519,Bike
LONG,PEAK,7230.56289458076,5,1577.7416932633244,1540.2282971260586,37.51339613726577,Bike
LONG,PEAK,8948.393398598055,14,2116.4996412261326,1967.527207214165,148.9724340119676,Bike
LONG,PEAK,10010.949161746274,13,2474.3801765063445,2172.0099774433356,302.37019906300884,Bike
LONG,PEAK,11558.491993872049,8,2805.645092660349,2465.053567701725,340.5915249586237,Bike
LONG,PEAK,10966.121019518927,14,2544.9462839728562,2399.718195639499,145.2280883333574,Bike
LONG,PEAK,8215.06486315531,16,2451.8092513960646,1914.0684343534483,537.7408170426163,Bike
LONG,PEAK,17209.58090534384,17,3477.6745551734793,3711.517648626332,-233.84309345285283,Car
LONG,PEAK,8459.81433690205,8,1943.2938910232517,1826.2381978810943,117.05569314215745,Bike
LONG,PEAK,11356.658069783622,32,3575.4354081353918,2821.718177473927,753.7172306614648,Bike
LONG,PEAK,8073.713734672436,1,1692.3352277307708,1703.9148635074453,-11.579635776674422,Car
LONG,PEAK,9594.846011848666,16,2585.1210624443497,2190.695581427,394.42548101734974,Bike
LONG,PEAK,6531.173849675748,16,2052.6434945918545,1709.6659277414497,342.97756685040486,Bike
LONG,PEAK,6835.807188351843,21,2055.005136697326,1821.4051172648506,233.60001943247562,Bike
LONG,PEAK,6022.854086551884,7,1527.3339350196702,1401.7889555251236,125.54497949454662,Bike
LONG,PEAK,7926.034648095355,11,1789.7973473484722,1686.7685159238201,103.02883142465203,Bike
LONG,PEAK,6713.2929316792715,18,2458.2370266214793,1603.9015301086836,854.3354965127958,Bike
LONG,PEAK,7496.534279948424,12,2046.7672836548847,1720.0058657918146,326.76141786307016,Bike
LONG,PEAK,4560.727630086329,5,1448.2225790447314,1157.4356081762542,290.7869708684773,Bike
LONG,PEAK,8734.931290078897,8,2172.2258447734366,1862.3110230575294,309.91482171590724,Bike
LONG,PEAK,12006.84223312809,27,3857.764936457216,2856.6641779686224,1001.1007584885938,Bike
